Genotype,Population,Pedigree,Tester,Plotcode,LOC,IncBlockNo.,Rep,DMY,DMC,PH,DtTAS,DtSILK,NBPL
CFD12-341,CFD12,F353 x W117,UH007,61,KWS,B7,R3,199.3,30.3,300,82,83,91
CFD07-118,CFD07,F353 x F618,UH007,62,KWS,B7,R3,216.2,28.9,300,90,89,95
CFD11-312,CFD11,F353 x UH304,UH007,63,KWS,B7,R3,200.6,31.5,310,85,84,92
CFD02-074,CFD02,F353 x B73,UH007,64,KWS,B7,R3,212.7,28.4,320,87,90,89
CFD09-304,CFD09,F353 x Mo17,UH007,65,KWS,B7,R3,205.7,27.1,310,85,85,94
CFD05-073,CFD05,F353 x EC169,UH007,66,KWS,B7,R3,206,29.9,300,83,83,83
A287,NA,NA,UH007,67,KWS,B7,R3,246.1,30,300,85,89,89
CFD05-033,CFD05,F353 x EC169,UH007,68,KWS,B7,R3,196.2,36.3,290,84,83,91
A287,NA,NA,UH007,69,KWS,B7,R3,223,29.9,300,87,87,97
CFD02-057,CFD02,F353 x B73,UH007,70,KWS,B7,R3,200.1,29.2,300,87,90,92
CFD12-058,CFD12,F353 x W117,UH007,71,KWS,B8,R3,199.5,29.2,300,85,87,80
CFD02-075,CFD02,F353 x B73,UH007,72,KWS,B8,R3,212.1,28.6,300,87,87,95
CFD05-067,CFD05,F353 x EC169,UH007,73,KWS,B8,R3,181,30.5,290,82,82,75
CFD12-316,CFD12,F353 x W117,UH007,74,KWS,B8,R3,199.3,33,280,83,83,95
CFD09-068,CFD09,F353 x Mo17,UH007,75,KWS,B8,R3,201.2,27.9,310,87,90,90
CFD07-319,CFD07,F353 x F618,UH007,76,KWS,B8,R3,210.5,26.8,310,84,85,96
CFD06-325,CFD06,F353 x F252,UH007,77,KWS,B8,R3,209.8,31.8,320,84,85,90
CFD03-310,CFD03,F353 x D06,UH007,78,KWS,B8,R3,217,30.5,305,84,84,92
CFD07-321,CFD07,F353 x F618,UH007,79,KWS,B8,R3,228.2,28.2,310,87,89,89
CFD04-313,CFD04,F353 x D09,UH007,80,KWS,B8,R3,213.4,29.2,300,85,85,95
CFD07-089,CFD07,F353 x F618,UH007,81,KWS,B9,R3,224.9,27.4,310,88,90,95
CFD10-143,CFD10,F353 x UH250,UH007,82,KWS,B9,R3,208.9,31.3,300,82,82,93
CFD03-309,CFD03,F353 x D06,UH007,83,KWS,B9,R3,208.4,29.4,300,82,83,90
D06,D06,D06,UH007,84,KWS,B9,R3,208.9,31.7,310,83,83,88
CFD05-022,CFD05,F353 x EC169,UH007,85,KWS,B9,R3,214.5,29.2,290,84,83,97
CFD10-117,CFD10,F353 x UH250,UH007,86,KWS,B9,R3,200.9,32,320,84,84,88
CFD05-324,CFD05,F353 x EC169,UH007,87,KWS,B9,R3,204.8,29.7,300,85,87,100
CFD11-334,CFD11,F353 x UH304,UH007,88,KWS,B9,R3,215.4,31,305,85,87,92
CFD05-044,CFD05,F353 x EC169,UH007,89,KWS,B9,R3,211.3,31.2,310,87,87,80
CFD03-308,CFD03,F353 x D06,UH007,90,KWS,B9,R3,186.6,30.4,300,82,82,93
CFD04-116,CFD04,F353 x D09,UH007,91,KWS,B10,R3,217.7,32.3,310,84,85,94
CFD05-308,CFD05,F353 x EC169,UH007,92,KWS,B10,R3,211.9,35.7,300,85,85,91
CFD10-033,CFD10,F353 x UH250,UH007,93,KWS,B10,R3,204.8,35.2,290,84,84,95
CFD07-086,CFD07,F353 x F618,UH007,94,KWS,B10,R3,221.1,26.5,290,90,90,85
B73,B73,B73,UH007,95,KWS,B10,R3,205.5,25.4,310,88,88,83
CFD10-100,CFD10,F353 x UH250,UH007,96,KWS,B10,R3,211.7,30,310,87,89,87
CFD06-315,CFD06,F353 x F252,UH007,97,KWS,B10,R3,192.5,33.3,290,84,85,94
CFD12-308,CFD12,F353 x W117,UH007,98,KWS,B10,R3,195.4,34.7,290,79,80,82
CFD07-121,CFD07,F353 x F618,UH007,99,KWS,B10,R3,210.6,28.5,310,89,89,85
CFD08-330,CFD08,F353 x F98902,UH007,100,KWS,B10,R3,200.1,31.2,300,84,85,94
CFD05-062,CFD05,F353 x EC169,UH007,101,KWS,B11,R3,204.6,32.2,290,84,85,94
CFD11-021,CFD11,F353 x UH304,UH007,102,KWS,B11,R3,230,36,300,85,84,87
CFD11-338,CFD11,F353 x UH304,UH007,103,KWS,B11,R3,208.8,29.5,310,85,85,92
CFD09-325,CFD09,F353 x Mo17,UH007,104,KWS,B11,R3,220,26.3,310,90,92,95
CFD04-315,CFD04,F353 x D09,UH007,105,KWS,B11,R3,195.7,31.5,310,83,83,91
CFD03-004,CFD03,F353 x D06,UH007,106,KWS,B11,R3,202.8,31,310,84,85,95
CFD06-025,CFD06,F353 x F252,UH007,107,KWS,B11,R3,197.1,31.4,300,82,84,89
CFD03-356,CFD03,F353 x D06,UH007,108,KWS,B11,R3,226.2,29.5,320,85,87,95
A287,NA,NA,UH007,109,KWS,B11,R3,219.8,28.1,310,85,87,93
CFD08-355,CFD08,F353 x F98902,UH007,110,KWS,B11,R3,238.1,28.2,310,86,85,94
CFD10-130,CFD10,F353 x UH250,UH007,111,KWS,B12,R3,208.7,30.1,310,83,83,89
CFD03-305,CFD03,F353 x D06,UH007,112,KWS,B12,R3,200.6,29.7,300,80,80,92
CFD06-338,CFD06,F353 x F252,UH007,113,KWS,B12,R3,228.7,34.5,310,80,79,99
CFD08-371,CFD08,F353 x F98902,UH007,114,KWS,B12,R3,208.2,33.5,300,83,83,91
CFD07-061,CFD07,F353 x F618,UH007,115,KWS,B12,R3,229.8,27.4,320,90,94,93
CFD12-317,CFD12,F353 x W117,UH007,116,KWS,B12,R3,211.3,31,300,86,90,95
CFD07-036,CFD07,F353 x F618,UH007,117,KWS,B12,R3,209.9,27.9,310,86,90,93
CFD08-307,CFD08,F353 x F98902,UH007,118,KWS,B12,R3,223.3,32.4,310,85,85,94
CFD12-335,CFD12,F353 x W117,UH007,119,KWS,B12,R3,235.6,30.3,320,85,85,82
CFD08-035,CFD08,F353 x F98902,UH007,120,KWS,B12,R3,238.4,31.3,320,87,89,93
CFD11-008,CFD11,F353 x UH304,UH007,121,KWS,B13,R3,216.2,31.3,320,86,85,88
CFD11-326,CFD11,F353 x UH304,UH007,122,KWS,B13,R3,221.9,33.4,310,84,85,90
A287,NA,NA,UH007,123,KWS,B13,R3,234.2,30.4,310,86,89,97
CFD08-312,CFD08,F353 x F98902,UH007,124,KWS,B13,R3,207.7,30.7,300,83,82,92
CFD11-320,CFD11,F353 x UH304,UH007,125,KWS,B13,R3,222.6,31.6,310,85,85,90
CFD12-052,CFD12,F353 x W117,UH007,126,KWS,B13,R3,213.9,29.3,310,85,86,81
CFD04-063,CFD04,F353 x D09,UH007,127,KWS,B13,R3,193.2,32.2,300,79,80,91
CFD04-100,CFD04,F353 x D09,UH007,128,KWS,B13,R3,215.8,31.4,315,83,83,79
CFD05-313,CFD05,F353 x EC169,UH007,129,KWS,B13,R3,NA,NA,320,85,85,90
CFD09-320,CFD09,F353 x Mo17,UH007,130,KWS,B13,R3,202.7,28.4,300,85,87,92
CFD04-042,CFD04,F353 x D09,UH007,131,KWS,B14,R3,197.6,30.3,300,83,83,92
CFD11-054,CFD11,F353 x UH304,UH007,132,KWS,B14,R3,223.2,26.5,300,85,87,97
A287,NA,NA,UH007,133,KWS,B14,R3,228.5,30.9,300,85,87,93
CFD02-085,CFD02,F353 x B73,UH007,134,KWS,B14,R3,218.8,29.3,300,85,87,99
CFD04-003,CFD04,F353 x D09,UH007,135,KWS,B14,R3,199.4,31.8,300,82,81,92
CFD03-016,CFD03,F353 x D06,UH007,136,KWS,B14,R3,224.1,30,320,85,86,94
CFD07-336,CFD07,F353 x F618,UH007,137,KWS,B14,R3,191.2,24.3,310,90,90,67
CFD07-333,CFD07,F353 x F618,UH007,138,KWS,B14,R3,199.2,29.1,290,84,85,93
A287,NA,NA,UH007,139,KWS,B14,R3,231.3,30,300,85,86,93
CFD08-376,CFD08,F353 x F98902,UH007,140,KWS,B14,R3,198.6,30.2,300,84,83,90
CFD06-063,CFD06,F353 x F252,UH007,141,KWS,B15,R3,211.1,30.7,300,84,84,94
CFD09-086,CFD09,F353 x Mo17,UH007,142,KWS,B15,R3,207.9,28.1,320,90,92,99
CFD10-326,CFD10,F353 x UH250,UH007,143,KWS,B15,R3,229,30,300,87,87,92
CFD05-060,CFD05,F353 x EC169,UH007,144,KWS,B15,R3,192.1,28.4,305,83,82,87
CFD05-028,CFD05,F353 x EC169,UH007,145,KWS,B15,R3,206.4,32.7,300,84,84,98
CFD12-334,CFD12,F353 x W117,UH007,146,KWS,B15,R3,205,30.4,290,84,84,90
CFD12-306,CFD12,F353 x W117,UH007,147,KWS,B15,R3,172.6,28.8,280,84,85,84
CFD07-305,CFD07,F353 x F618,UH007,148,KWS,B15,R3,213.1,29,300,86,87,97
CFD12-305,CFD12,F353 x W117,UH007,149,KWS,B15,R3,191.5,29,290,84,87,78
CFD06-007,CFD06,F353 x F252,UH007,150,KWS,B15,R3,207.2,33.2,300,82,82,92
CFD04-309,CFD04,F353 x D09,UH007,151,KWS,B16,R3,190.5,31.8,300,82,83,98
CFD06-337,CFD06,F353 x F252,UH007,152,KWS,B16,R3,208,32.5,310,84,85,102
CFD11-351,CFD11,F353 x UH304,UH007,153,KWS,B16,R3,204.3,30.2,305,83,83,86
CFD11-316,CFD11,F353 x UH304,UH007,154,KWS,B16,R3,218.3,30.6,300,84,85,91
CFD10-131,CFD10,F353 x UH250,UH007,155,KWS,B16,R3,200.2,29,270,83,82,93
CFD12-324,CFD12,F353 x W117,UH007,156,KWS,B16,R3,208.7,28,280,85,87,96
CFD04-107,CFD04,F353 x D09,UH007,157,KWS,B16,R3,218.7,31.1,270,85,85,92
CFD05-302,CFD05,F353 x EC169,UH007,158,KWS,B16,R3,244.2,33.8,300,85,85,99
CFD12-089,CFD12,F353 x W117,UH007,159,KWS,B16,R3,167.6,29,260,79,78,87
CFD07-334,CFD07,F353 x F618,UH007,160,KWS,B16,R3,225.4,28.9,290,89,87,93
CFD06-305,CFD06,F353 x F252,UH007,161,KWS,B17,R3,187.3,28.9,310,82,85,98
CFD03-065,CFD03,F353 x D06,UH007,162,KWS,B17,R3,236.9,29.6,310,83,82,102
CFD02-304,CFD02,F353 x B73,UH007,163,KWS,B17,R3,204.9,28.4,310,86,85,82
CFD05-046,CFD05,F353 x EC169,UH007,164,KWS,B17,R3,216.9,29.7,300,84,85,99
CFD10-307,CFD10,F353 x UH250,UH007,165,KWS,B17,R3,189.9,29,290,83,79,96
CFD06-045,CFD06,F353 x F252,UH007,166,KWS,B17,R3,202,29.1,290,82,82,97
CFD02-079,CFD02,F353 x B73,UH007,167,KWS,B17,R3,196.1,27.8,300,84,87,68
CFD06-082,CFD06,F353 x F252,UH007,168,KWS,B17,R3,195.6,32.2,300,80,80,95
CFD07-077,CFD07,F353 x F618,UH007,169,KWS,B17,R3,182.8,27.4,300,86,86,94
CFD04-342,CFD04,F353 x D09,UH007,170,KWS,B17,R3,200.4,29.6,310,84,85,94
CFD03-341,CFD03,F353 x D06,UH007,171,KWS,B18,R3,203.7,29.8,310,85,85,85
CFD09-323,CFD09,F353 x Mo17,UH007,172,KWS,B18,R3,191.6,25,310,90,92,93
CFD03-322,CFD03,F353 x D06,UH007,173,KWS,B18,R3,215.9,30,310,85,85,87
CFD11-058,CFD11,F353 x UH304,UH007,174,KWS,B18,R3,195.1,27.4,300,84,82,90
F98902,F98902,F98902,UH007,175,KWS,B18,R3,238,29.3,310,86,86,93
CFD04-057,CFD04,F353 x D09,UH007,176,KWS,B18,R3,211.9,28,310,84,87,96
CFD08-367,CFD08,F353 x F98902,UH007,177,KWS,B18,R3,214.1,29.2,300,83,83,99
CFD10-138,CFD10,F353 x UH250,UH007,178,KWS,B18,R3,213.9,28.4,300,84,85,98
CFD05-064,CFD05,F353 x EC169,UH007,179,KWS,B18,R3,227.3,29.3,310,87,87,80
CFD06-313,CFD06,F353 x F252,UH007,180,KWS,B18,R3,193.7,31.3,300,79,80,90
CFD10-097,CFD10,F353 x UH250,UH007,181,KWS,B19,R3,218.8,27.9,300,86,86,99
CFD07-047,CFD07,F353 x F618,UH007,182,KWS,B19,R3,227.9,26.5,320,90,90,93
CFD04-325,CFD04,F353 x D09,UH007,183,KWS,B19,R3,197.3,31.7,290,79,80,91
CFD11-315,CFD11,F353 x UH304,UH007,184,KWS,B19,R3,214.1,30.6,290,86,85,89
CFD12-302,CFD12,F353 x W117,UH007,185,KWS,B19,R3,227.6,31.9,300,83,82,95
CFD06-051,CFD06,F353 x F252,UH007,186,KWS,B19,R3,188.5,36.1,290,81,80,94
CFD02-092,CFD02,F353 x B73,UH007,187,KWS,B19,R3,205.1,28.1,300,87,87,99
CFD09-044,CFD09,F353 x Mo17,UH007,188,KWS,B19,R3,222.2,27.9,310,90,90,101
CFD06-326,CFD06,F353 x F252,UH007,189,KWS,B19,R3,176.7,28.7,300,83,83,93
CFD08-324,CFD08,F353 x F98902,UH007,190,KWS,B19,R3,243.8,27.5,310,85,84,92
A287,NA,NA,UH007,191,KWS,B20,R3,222.7,28.5,300,87,89,97
CFD10-080,CFD10,F353 x UH250,UH007,192,KWS,B20,R3,NA,NA,310,85,86,85
CFD11-314,CFD11,F353 x UH304,UH007,193,KWS,B20,R3,210.4,31.9,300,83,80,96
CFD12-319,CFD12,F353 x W117,UH007,194,KWS,B20,R3,214.5,29.8,300,85,83,98
CFD04-047,CFD04,F353 x D09,UH007,195,KWS,B20,R3,201.3,32.5,310,82,83,94
CFD06-005,CFD06,F353 x F252,UH007,196,KWS,B20,R3,208.4,34.2,310,83,85,86
A287,NA,NA,UH007,197,KWS,B20,R3,222.9,29.9,310,87,89,95
CFD11-026,CFD11,F353 x UH304,UH007,198,KWS,B20,R3,218,29.9,310,86,86,95
CFD11-308,CFD11,F353 x UH304,UH007,199,KWS,B20,R3,215.8,29.9,310,86,85,88
CFD10-031,CFD10,F353 x UH250,UH007,200,KWS,B20,R3,215.5,33.8,300,85,83,84
CFD09-326,CFD09,F353 x Mo17,UH007,201,KWS,B21,R3,221.3,28.8,310,85,87,96
CFD12-304,CFD12,F353 x W117,UH007,202,KWS,B21,R3,178.8,32.9,290,82,83,60
CFD04-041,CFD04,F353 x D09,UH007,203,KWS,B21,R3,212,34.6,300,79,79,91
CFD11-318,CFD11,F353 x UH304,UH007,204,KWS,B21,R3,233.9,31.1,300,85,85,95
CFD11-066,CFD11,F353 x UH304,UH007,205,KWS,B21,R3,231.5,31.3,290,84,85,98
CFD12-342,CFD12,F353 x W117,UH007,206,KWS,B21,R3,198.5,33.2,280,86,86,98
CFD10-301,CFD10,F353 x UH250,UH007,207,KWS,B21,R3,208.7,29.8,290,83,83,93
CFD10-323,CFD10,F353 x UH250,UH007,208,KWS,B21,R3,223.3,33.8,290,83,81,92
CFD06-022,CFD06,F353 x F252,UH007,209,KWS,B21,R3,197.7,33.6,300,82,81,91
CFD12-075,CFD12,F353 x W117,UH007,210,KWS,B21,R3,197.4,30.4,290,79,80,93
CFD03-062,CFD03,F353 x D06,UH007,211,KWS,B22,R3,220,28.9,310,86,89,95
CFD03-347,CFD03,F353 x D06,UH007,212,KWS,B22,R3,229.8,30.6,310,86,90,96
CFD08-372,CFD08,F353 x F98902,UH007,213,KWS,B22,R3,209.8,32.6,300,85,85,86
CFD07-109,CFD07,F353 x F618,UH007,214,KWS,B22,R3,240.1,29.5,300,89,90,94
CFD04-054,CFD04,F353 x D09,UH007,215,KWS,B22,R3,207.9,32.8,290,82,83,82
CFD02-097,CFD02,F353 x B73,UH007,216,KWS,B22,R3,201.2,28.8,300,90,88,63
CFD10-305,CFD10,F353 x UH250,UH007,217,KWS,B22,R3,200.4,32,300,86,87,89
CFD05-315,CFD05,F353 x EC169,UH007,218,KWS,B22,R3,219.2,33.4,310,85,85,90
CFD12-082,CFD12,F353 x W117,UH007,219,KWS,B22,R3,194.5,37.1,290,81,80,95
CFD06-087,CFD06,F353 x F252,UH007,220,KWS,B22,R3,221.3,31.2,310,84,85,88
CFD02-024,CFD02,F353 x B73,UH007,221,KWS,B23,R3,217.6,28.1,310,87,87,88
CFD07-068,CFD07,F353 x F618,UH007,222,KWS,B23,R3,205.8,28.8,300,88,87,93
CFD11-328,CFD11,F353 x UH304,UH007,223,KWS,B23,R3,219.9,30.5,310,87,87,81
CFD06-324,CFD06,F353 x F252,UH007,224,KWS,B23,R3,192.6,30.1,300,84,86,87
CFD07-315,CFD07,F353 x F618,UH007,225,KWS,B23,R3,223.5,28.8,300,88,87,87
CFD08-368,CFD08,F353 x F98902,UH007,226,KWS,B23,R3,212.1,32.9,310,85,85,97
CFD04-319,CFD04,F353 x D09,UH007,227,KWS,B23,R3,203.3,30.1,300,82,82,80
CFD08-326,CFD08,F353 x F98902,UH007,228,KWS,B23,R3,214,30.1,310,85,86,87
CFD09-318,CFD09,F353 x Mo17,UH007,229,KWS,B23,R3,222.3,29.1,310,88,88,88
CFD04-092,CFD04,F353 x D09,UH007,230,KWS,B23,R3,199.8,33.5,300,82,83,92
CFD08-040,CFD08,F353 x F98902,UH007,231,KWS,B24,R3,218.9,29.9,310,86,87,84
CFD06-312,CFD06,F353 x F252,UH007,232,KWS,B24,R3,199.4,32.1,310,82,82,81
CFD09-342,CFD09,F353 x Mo17,UH007,233,KWS,B24,R3,232.8,27.6,320,90,92,90
CFD10-145,CFD10,F353 x UH250,UH007,234,KWS,B24,R3,179.2,34.7,290,81,80,97
F353,F353,F353,UH007,235,KWS,B24,R3,220.7,30.4,300,85,84,91
CFD07-107,CFD07,F353 x F618,UH007,236,KWS,B24,R3,220.9,27.2,310,89,87,94
CFD11-327,CFD11,F353 x UH304,UH007,237,KWS,B24,R3,220.2,28.4,310,88,87,89
CFD02-319,CFD02,F353 x B73,UH007,238,KWS,B24,R3,219.2,27.4,310,88,87,88
CFD07-310,CFD07,F353 x F618,UH007,239,KWS,B24,R3,228.8,31.1,320,87,86,88
CFD11-047,CFD11,F353 x UH304,UH007,240,KWS,B24,R3,221.7,28.8,310,83,83,93
CFD04-085,CFD04,F353 x D09,UH007,241,KWS,B25,R3,214.6,31,280,80,79,97
CFD03-314,CFD03,F353 x D06,UH007,242,KWS,B25,R3,201.4,29.1,310,82,83,88
CFD07-018,CFD07,F353 x F618,UH007,243,KWS,B25,R3,229.6,27.4,310,90,90,95
CFD11-304,CFD11,F353 x UH304,UH007,244,KWS,B25,R3,210.4,28.7,310,83,83,89
CFD05-039,CFD05,F353 x EC169,UH007,245,KWS,B25,R3,203.4,30.9,290,83,82,95
CFD04-338,CFD04,F353 x D09,UH007,246,KWS,B25,R3,209.4,30.2,290,87,87,91
CFD02-038,CFD02,F353 x B73,UH007,247,KWS,B25,R3,241.5,30.1,310,87,90,87
CFD07-072,CFD07,F353 x F618,UH007,248,KWS,B25,R3,221.2,29.7,310,89,89,91
CFD11-305,CFD11,F353 x UH304,UH007,249,KWS,B25,R3,221.6,31.5,290,87,87,85
CFD04-333,CFD04,F353 x D09,UH007,250,KWS,B25,R3,189.1,31.7,300,83,83,86
CFD07-112,CFD07,F353 x F618,UH007,251,KWS,B26,R3,205.4,29.4,290,87,87,96
CFD04-349,CFD04,F353 x D09,UH007,252,KWS,B26,R3,212.7,30.2,310,87,89,89
CFD11-341,CFD11,F353 x UH304,UH007,253,KWS,B26,R3,212.8,29.6,310,86,86,92
CFD03-084,CFD03,F353 x D06,UH007,254,KWS,B26,R3,209.8,30.4,305,85,84,83
CFD11-322,CFD11,F353 x UH304,UH007,255,KWS,B26,R3,191.5,31.5,290,83,82,82
CFD08-366,CFD08,F353 x F98902,UH007,256,KWS,B26,R3,219.7,30.4,300,83,83,100
CFD06-306,CFD06,F353 x F252,UH007,257,KWS,B26,R3,170.7,32.5,290,77,77,89
CFD08-357,CFD08,F353 x F98902,UH007,258,KWS,B26,R3,241.2,30.4,290,86,85,91
CFD06-303,CFD06,F353 x F252,UH007,259,KWS,B26,R3,187.5,32.9,280,80,79,92
CFD10-324,CFD10,F353 x UH250,UH007,260,KWS,B26,R3,203.6,32.6,280,85,85,76
CFD03-050,CFD03,F353 x D06,UH007,261,KWS,B27,R3,220.7,29.6,310,87,87,88
CFD02-306,CFD02,F353 x B73,UH007,262,KWS,B27,R3,204.2,33.3,300,86,86,97
CFD05-001,CFD05,F353 x EC169,UH007,263,KWS,B27,R3,197.2,34.6,290,82,82,97
CFD09-334,CFD09,F353 x Mo17,UH007,264,KWS,B27,R3,221.3,29.2,310,90,89,93
CFD12-037,CFD12,F353 x W117,UH007,265,KWS,B27,R3,194.8,33.2,290,84,85,79
CFD10-320,CFD10,F353 x UH250,UH007,266,KWS,B27,R3,219.7,31.8,300,85,85,93
CFD10-002,CFD10,F353 x UH250,UH007,267,KWS,B27,R3,208.1,30.8,310,85,87,88
CFD11-009,CFD11,F353 x UH304,UH007,268,KWS,B27,R3,225.4,31.9,300,84,84,91
CFD06-062,CFD06,F353 x F252,UH007,269,KWS,B27,R3,207.7,30.6,300,80,82,89
CFD12-329,CFD12,F353 x W117,UH007,270,KWS,B27,R3,234.9,29,310,85,85,94
CFD08-335,CFD08,F353 x F98902,UH007,271,KWS,B28,R3,191.2,28.4,300,83,83,86
CFD03-345,CFD03,F353 x D06,UH007,272,KWS,B28,R3,238.9,29.7,310,84,89,96
CFD10-061,CFD10,F353 x UH250,UH007,273,KWS,B28,R3,219,32.7,300,84,83,88
CFD07-002,CFD07,F353 x F618,UH007,274,KWS,B28,R3,229.5,31.7,310,85,83,92
CFD05-316,CFD05,F353 x EC169,UH007,275,KWS,B28,R3,212.1,32,310,84,85,97
A287,NA,NA,UH007,276,KWS,B28,R3,228,31.7,310,85,87,93
CFD07-320,CFD07,F353 x F618,UH007,277,KWS,B28,R3,216.1,27.2,310,86,92,94
CFD02-061,CFD02,F353 x B73,UH007,278,KWS,B28,R3,244.3,28.3,320,87,90,99
CFD03-337,CFD03,F353 x D06,UH007,279,KWS,B28,R3,216.2,30.8,310,84,85,90
CFD06-320,CFD06,F353 x F252,UH007,280,KWS,B28,R3,214.7,33.6,320,84,85,98
A287,NA,NA,UH007,281,KWS,B29,R3,244.6,31.6,310,84,89,91
CFD12-093,CFD12,F353 x W117,UH007,282,KWS,B29,R3,218,31.8,300,82,83,94
CFD04-106,CFD04,F353 x D09,UH007,283,KWS,B29,R3,201,32.6,310,80,80,98
CFD10-153,CFD10,F353 x UH250,UH007,284,KWS,B29,R3,221.4,32.2,310,85,85,90
CFD05-321,CFD05,F353 x EC169,UH007,285,KWS,B29,R3,196.3,32.9,310,84,85,90
CFD08-365,CFD08,F353 x F98902,UH007,286,KWS,B29,R3,226,29.1,310,86,89,85
CFD04-306,CFD04,F353 x D09,UH007,287,KWS,B29,R3,199.7,32.6,300,83,82,92
CFD11-313,CFD11,F353 x UH304,UH007,288,KWS,B29,R3,198.4,31.6,310,83,83,96
CFD07-037,CFD07,F353 x F618,UH007,289,KWS,B29,R3,NA,NA,300,90,90,88
CFD12-330,CFD12,F353 x W117,UH007,290,KWS,B29,R3,212.9,30.7,300,84,87,93
CFD05-023,CFD05,F353 x EC169,UH007,291,KWS,B30,R3,206.3,31.9,310,82,82,97
CFD06-054,CFD06,F353 x F252,UH007,292,KWS,B30,R3,211.3,29.2,310,83,83,91
CFD10-015,CFD10,F353 x UH250,UH007,293,KWS,B30,R3,214.7,29.7,300,85,83,96
CFD07-329,CFD07,F353 x F618,UH007,294,KWS,B30,R3,211.3,25,310,88,90,90
CFD04-087,CFD04,F353 x D09,UH007,295,KWS,B30,R3,219.9,29.9,300,84,85,93
CFD12-094,CFD12,F353 x W117,UH007,296,KWS,B30,R3,200.2,30.4,305,84,83,94
CFD03-346,CFD03,F353 x D06,UH007,297,KWS,B30,R3,192.4,29.6,310,85,85,86
CFD03-049,CFD03,F353 x D06,UH007,298,KWS,B30,R3,177.6,29.7,300,83,82,72
F252,F252,F252,UH007,299,KWS,B30,R3,198.8,35.2,300,80,79,100
A287,NA,NA,UH007,300,KWS,B30,R3,242.4,28.8,310,86,88,99
CFD09-105,CFD09,F353 x Mo17,UH007,301,KWS,B31,R3,183,25.3,320,90,92,82
CFD09-077,CFD09,F353 x Mo17,UH007,302,KWS,B31,R3,226.6,27.6,320,88,88,95
CFD11-064,CFD11,F353 x UH304,UH007,303,KWS,B31,R3,200.3,30.2,300,81,80,94
CFD07-325,CFD07,F353 x F618,UH007,304,KWS,B31,R3,234,26.3,310,90,90,99
CFD07-126,CFD07,F353 x F618,UH007,305,KWS,B31,R3,212.2,25.5,310,87,90,92
CFD03-301,CFD03,F353 x D06,UH007,306,KWS,B31,R3,189.3,32,290,80,80,91
CFD06-056,CFD06,F353 x F252,UH007,307,KWS,B31,R3,202.5,31,300,85,85,92
CFD06-041,CFD06,F353 x F252,UH007,308,KWS,B31,R3,190.2,30.7,290,78,78,89
CFD06-089,CFD06,F353 x F252,UH007,309,KWS,B31,R3,179.8,29.6,310,84,85,88
CFD02-073,CFD02,F353 x B73,UH007,310,KWS,B31,R3,240.6,27.4,310,88,87,94
CFD03-342,CFD03,F353 x D06,UH007,311,KWS,B32,R3,204.8,29.4,300,83,83,93
CFD05-068,CFD05,F353 x EC169,UH007,312,KWS,B32,R3,193.9,29.1,300,85,84,77
CFD12-061,CFD12,F353 x W117,UH007,313,KWS,B32,R3,198.4,29.5,300,83,83,91
CFD04-111,CFD04,F353 x D09,UH007,314,KWS,B32,R3,197.1,31.1,280,80,80,93
CFD04-337,CFD04,F353 x D09,UH007,315,KWS,B32,R3,211.2,29.3,300,83,83,95
CFD03-333,CFD03,F353 x D06,UH007,316,KWS,B32,R3,203.8,28.1,310,82,83,100
CFD05-020,CFD05,F353 x EC169,UH007,317,KWS,B32,R3,209.2,28.3,310,85,85,90
CFD03-306,CFD03,F353 x D06,UH007,318,KWS,B32,R3,194.7,26.8,305,83,83,93
CFD03-329,CFD03,F353 x D06,UH007,319,KWS,B32,R3,218.6,29.3,310,84,85,97
CFD11-349,CFD11,F353 x UH304,UH007,320,KWS,B32,R3,216,28.5,300,86,87,96
CFD05-072,CFD05,F353 x EC169,UH007,321,KWS,B33,R3,200,29.1,280,85,87,90
CFD02-315,CFD02,F353 x B73,UH007,322,KWS,B33,R3,235.7,27.7,310,87,87,94
CFD06-343,CFD06,F353 x F252,UH007,323,KWS,B33,R3,204.4,30.1,310,82,83,96
CFD06-345,CFD06,F353 x F252,UH007,324,KWS,B33,R3,182.4,28.8,290,81,80,89
CFD04-082,CFD04,F353 x D09,UH007,325,KWS,B33,R3,213.8,28.3,300,82,82,97
CFD12-098,CFD12,F353 x W117,UH007,326,KWS,B33,R3,205.1,30.2,290,83,82,99
CFD07-313,CFD07,F353 x F618,UH007,327,KWS,B33,R3,225.3,26.9,300,86,85,98
CFD03-336,CFD03,F353 x D06,UH007,328,KWS,B33,R3,197.9,26.4,310,86,86,88
CFD06-049,CFD06,F353 x F252,UH007,329,KWS,B33,R3,196.5,31.8,300,81,80,89
CFD04-053,CFD04,F353 x D09,UH007,330,KWS,B33,R3,202.3,29.8,290,84,87,101
CFD07-100,CFD07,F353 x F618,UH007,331,KWS,B34,R3,213.4,25.7,320,91,93,84
CFD04-322,CFD04,F353 x D09,UH007,332,KWS,B34,R3,204.6,28.4,310,87,89,90
CFD02-312,CFD02,F353 x B73,UH007,333,KWS,B34,R3,197.3,25.6,310,86,87,96
CFD02-072,CFD02,F353 x B73,UH007,334,KWS,B34,R3,219.1,26.2,310,87,91,92
CFD03-059,CFD03,F353 x D06,UH007,335,KWS,B34,R3,209.1,30.3,300,86,87,87
CFD02-036,CFD02,F353 x B73,UH007,336,KWS,B34,R3,221.9,27.1,310,86,90,95
